text,sentiment,labels
Mawaru Penguindrum,positive,2
Sayonara Zetsubou Sensei,negative,0
Pokemon: Kesshoutou no Teiou Entei,positive,2
Darker than Black: Ryuusei no Gemini,positive,2
Dear Boys,neutral,1
Gunslinger Girl,positive,2
Tenjou Tenge,neutral,1
Suisei no Gargantia,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,positive,2
Tengen Toppa Gurren Lagann,positive,2
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,positive,2
Full Metal Panic! The Second Raid Episode 000,negative,0
Baby Steps,positive,2
Koe de Oshigoto! The Animation,positive,2
Toaru Kagaku no Railgun S,positive,2
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,positive,2
Fate/Zero,positive,2
Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,negative,0
K,positive,2
Girls und Panzer,positive,2
Mirai Nikki (TV): Ura Mirai Nikki,negative,0
Majo no Takkyuubin,positive,2
Byousoku 5 Centimeter,positive,2
Tengen Toppa Gurren Lagann,positive,2
Maids in Dream,neutral,1
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,positive,2
Slayers,negative,0
Maken-Ki!,positive,2
Kami nomi zo Shiru Sekai II,positive,2
Darker than Black: Kuro no Keiyakusha Special,positive,2
Ghost in the Shell,positive,2
Nisemonogatari,negative,0
Spelunker Sensei,negative,0
K-On!!: Keikaku!,negative,0
Dragon Crisis!,positive,2
Yamada-kun to 7-nin no Majo (TV),positive,2
Pandora Hearts,positive,2
Toki wo Kakeru Shoujo,negative,0
Oruchuban Ebichu,positive,2
Needless,positive,2
No Game No Life,positive,2
Nurarihyon no Mago,neutral,1
Hyakka Ryouran: Samurai Girls,negative,0
Samurai Champloo,positive,2
Kaichou wa Maid-sama!,positive,2
Shinryaku! Ika Musume,negative,0
Minami-ke Okawari,positive,2
Air Movie,positive,2
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,positive,2
Devil May Cry,positive,2
Ao Haru Ride OVA,positive,2
Cowboy Bebop,positive,2
Major S6,positive,2
Kore wa Zombie Desu ka?,neutral,1
Angel Beats!,negative,0
Bishoujo Senshi Sailor Moon: Sailor Stars,neutral,1
Hellsing,positive,2
Guilty Crown,positive,2
Shinrei Tantei Yakumo,positive,2
Gokukoku no Brynhildr,negative,0
Fullmetal Alchemist,positive,2
Tanaka-kun wa Itsumo Kedaruge,positive,2
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,positive,2
Shikabane Hime: Aka,positive,2
Oda Nobuna no Yabou,positive,2
Kamisama Dolls,positive,2
Seiken Tsukai no World Break,neutral,1
Ore no Imouto ga Konnani Kawaii Wake ga Nai,neutral,1
Uchuu Densetsu Ulysses 31,neutral,1
Dragon Ball Z,positive,2
Sen to Chihiro no Kamikakushi,positive,2
Little Busters!,positive,2
Kimi ni Todoke,negative,0
Kara no Kyoukai 6: Boukyaku Rokuon,positive,2
Shinigami no Ballad.,positive,2
Toradora!,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,positive,2
Angel Beats!,positive,2
Nekomonogatari: Kuro,positive,2
Toki wo Kakeru Shoujo,positive,2
One Piece Movie 4: Dead End no Bouken,positive,2
Rental Magica,positive,2
C³,negative,0
Shingeki no Kyojin,positive,2
Shinryaku! Ika Musume,positive,2
Ansatsu Kyoushitsu (TV),neutral,1
FLCL,positive,2
Strike Witches OVA,positive,2
Tottoko Hamtarou,neutral,1
Eureka Seven,neutral,1
Fate/stay night Movie: Unlimited Blade Works,positive,2
Musaigen no Phantom World,positive,2
Umi ga Kikoeru,positive,2
Fate/stay night,positive,2
Higashi no Eden Movie I: The King of Eden,negative,0
Arslan Senki (TV): Fuujin Ranbu,positive,2
Kanojo ga Flag wo Oraretara OVA,positive,2
Sora no Otoshimono: Tokeijikake no Angeloid,positive,2
Death Note,positive,2
Shirobako,positive,2
Monster,positive,2
Hikaru no Go: Journey to the North Star Cup,negative,0
Mahoromatic Summer Special,positive,2
Death Note,positive,2
School Days,positive,2
Dragon Ball Movie 1: Shen Long no Densetsu,neutral,1
Kenran Butou Sai: The Mars Daybreak,neutral,1
Clannad,positive,2
Log Horizon,positive,2
"Hetalia Axis Powers Movie: Paint it, White",positive,2
Afro Samurai,positive,2
Higashi no Eden,positive,2
Clannad,positive,2
11eyes,positive,2
Hungry Heart: Wild Striker,positive,2
Galaxy Angel 3,negative,0
Tasogare Otome x Amnesia: Taima Otome,positive,2
Strike Witches 2,positive,2
Rosario to Vampire Capu2,negative,0
ReLIFE,positive,2
Shoukoujo Sara,positive,2
Le Chevalier D&#039;Eon,positive,2
Chobits,positive,2
True Blue,negative,0
Bakuto Sengen Daigander,negative,0
Bakuman. 2nd Season,positive,2
Danshi Koukousei no Nichijou,positive,2
Hitsugi no Chaika,negative,0
Katekyo Hitman Reborn!,positive,2
Asura Cryin&#039; 2,negative,0
Serial Experiments Lain,neutral,1
Gosick,positive,2
Nogizaka Haruka no Himitsu: Purezza,negative,0
Mirai Nikki Redial,positive,2
Sukitte Ii na yo.,negative,0
NHK ni Youkoso!,negative,0
Boku wa Tomodachi ga Sukunai Next,positive,2
Snow Halation,negative,0
Dragon Ball Kai (2014),positive,2
Mobile Suit Gundam Wing: Endless Waltz,negative,0
Angel Beats!,positive,2
Noragami,positive,2
Fate/stay night: Unlimited Blade Works,positive,2
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,positive,2
Howl no Ugoku Shiro,negative,0
Densetsu no Yuusha no Densetsu,positive,2
InuYasha: Kanketsu-hen,positive,2
Yu☆Gi☆Oh!: Hikari no Pyramid,positive,2
Pokemon,positive,2
Senyuu.,neutral,1
Kamisama Kazoku,neutral,1
Kuroshitsuji II,positive,2
JoJo no Kimyou na Bouken,neutral,1
Ao no Exorcist: Ura Ex,positive,2
Rosario to Vampire Capu2,negative,0
Touch,positive,2
Charlotte,positive,2
Shoujo Sect,positive,2
Btooom!,positive,2
Hotarubi no Mori e,positive,2
Genshiken Nidaime,negative,0
Major S4,positive,2
Boku dake ga Inai Machi,positive,2
Kono Subarashii Sekai ni Shukufuku wo!,positive,2
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,positive,2
K-On!!: Ura-On!!,positive,2
Kaichou wa Maid-sama!,positive,2
Kekkai Sensen,positive,2
Pika Don,neutral,1
Usagi Drop,negative,0
Hentai Ouji to Warawanai Neko.,neutral,1
Shiki,positive,2
Hellsing,negative,0
Fullmetal Alchemist: Brotherhood,positive,2
Himouto! Umaru-chan,positive,2
One Piece Film: Z,positive,2
Sunabouzu,positive,2
Bakuman. 2nd Season,positive,2
Love Live! School Idol Project,positive,2
Nisekoi,positive,2
DearS,positive,2
Elfen Lied,positive,2
Ghost in the Shell 2: Innocence,negative,0
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,positive,2
Beelzebub,positive,2
Black Lagoon: The Second Barrage,positive,2
Potemayo,neutral,1
Full Metal Panic? Fumoffu,positive,2
K-On!!,negative,0
Needless,positive,2
Monochrome Factor,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,negative,0
Lovely★Complex,negative,0
Miyakawa-ke no Kuufuku,positive,2
Samurai Champloo,positive,2
Aiura,positive,2
Circuit no Ookami II: Modena no Ken,negative,0
Hagure Yuusha no Aesthetica: Hajirai Ippai,positive,2
Tasogare Otome x Amnesia: Taima Otome,positive,2
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,positive,2
Tsubasa Chronicle,positive,2
Bleach,positive,2
Yuru Yuri,positive,2
Kämpfer,positive,2
Aldnoah.Zero,negative,0
Kemeko Deluxe!,positive,2
Machine-Doll wa Kizutsukanai,positive,2
Genshiken Nidaime,positive,2
Zetman,positive,2
Kannagi: Moshimo Kannagi ga Attara...,neutral,1
SKET Dance OVA,negative,0
Kimi ga Aruji de Shitsuji ga Ore de,negative,0
Toshokan Sensou,positive,2
Zero no Tsukaima: Princesses no Rondo,negative,0
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,negative,0
Date A Live II,negative,0
One Piece Movie 4: Dead End no Bouken,negative,0
Shugo Chara! Party!,positive,2
Heartcatch Precure!,positive,2
Monogatari Series: Second Season,positive,2
Choujigen Game Neptune The Animation,positive,2
K-On!,positive,2
Log Horizon,positive,2
"Yondemasu yo, Azazel-san. (TV)",negative,0
Ghost Sweeper GS Mikami,negative,0
Tenkuu no Shiro Laputa,positive,2
Shinigami no Ballad.,negative,0
No Game No Life,positive,2
Rosario to Vampire Capu2,positive,2
Sword Art Online II,neutral,1
Karin,positive,2
Fate/Zero,positive,2
Ghost in the Shell,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Grisaia no Kajitsu,positive,2
Durarara!!,positive,2
Mobile Police Patlabor 2: The Movie,positive,2
Nozo x Kimi,positive,2
Kuroshitsuji II,positive,2
Seikoku no Dragonar,neutral,1
Samurai Girl Real Bout High School,neutral,1
Full Metal Panic!,neutral,1
Shingeki no Kyojin: Ano Hi Kara,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,positive,2
Guilty Crown Kiseki: Reassortment,positive,2
Shinryaku! Ika Musume,negative,0
Clannad: After Story,positive,2
Oda Nobuna no Yabou,positive,2
Phantom: Requiem for the Phantom,positive,2
Grisaia no Meikyuu Special,positive,2
Mahou Shoujo-tai Arusu,positive,2
Psycho-Pass,positive,2
Shijou Saikyou no Deshi Kenichi OVA,positive,2
Break Blade 5: Shisen no Hate,positive,2
Great Teacher Onizuka,positive,2
Sakasama no Patema,positive,2
Shijou Saikyou no Deshi Kenichi,neutral,1
Norn9: Norn+Nonet,negative,0
Girls und Panzer,neutral,1
Medaka Box,positive,2
Trinity Seven,positive,2
Hellsing I: Digest for Freaks,positive,2
Yuu☆Yuu☆Hakusho,positive,2
Minami-ke,positive,2
Naruto,negative,0
Tokyo Godfathers,positive,2
Little Busters!: Refrain,neutral,1
Freezing,positive,2
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",positive,2
Pokemon: Mewtwo no Gyakushuu,negative,0
NHK ni Youkoso!,positive,2
Magic Kaito 1412,neutral,1
Brave 10,negative,0
Noir,positive,2
Karas,positive,2
Mayoiga,negative,0
Koyomimonogatari,positive,2
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,negative,0
Shakugan no Shana II (Second),positive,2
Air in Summer,positive,2
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,negative,0
Tales of Phantasia The Animation,positive,2
Samurai Deeper Kyou,positive,2
Kiseijuu: Sei no Kakuritsu,positive,2
Kimi ga Aruji de Shitsuji ga Ore de,positive,2
Gokusen,positive,2
Kuroshitsuji: Book of Circus,positive,2
Suzumiya Haruhi no Yuuutsu,neutral,1
K-On!,negative,0
Kore wa Zombie Desu ka? of the Dead OVA,positive,2
Fate/Zero,positive,2
Kuroko no Basket 3rd Season,positive,2
Shinmai Maou no Testament,positive,2
Deadman Wonderland,negative,0
Genocyber,positive,2
Sword Art Online II,positive,2
Ranma ½,positive,2
Tokyo Magnitude 8.0,positive,2
Ao no Exorcist Movie,positive,2
Strike Witches OVA,neutral,1
Air Gear,neutral,1
MM!,positive,2
Naruto,negative,0
Clannad: After Story,positive,2
xxxHOLiC Rou,neutral,1
GJ-bu,positive,2
Overlord,negative,0
.hack//Roots,positive,2
Mushibugyou,positive,2
Aa! Megami-sama! Movie,positive,2
Chrno Crusade,positive,2
Zoids,positive,2
Shinryaku! Ika Musume,positive,2
To Heart: Remember My Memories,positive,2
Blood-C: The Last Dark,negative,0
Kuroshitsuji,positive,2
Ansatsu Kyoushitsu (TV),negative,0
Hokuto no Ken Movie,negative,0
Fate/stay night: Unlimited Blade Works - Prologue,positive,2
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,negative,0
Another,positive,2
Mononoke Hime,positive,2
Gintama&#039;,positive,2
Brave 10,positive,2
Nana,positive,2
Kaze Tachinu,positive,2
Ichiban Ushiro no Daimaou,positive,2
Natsu-iro Kiseki,positive,2
Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,positive,2
Shigatsu wa Kimi no Uso,positive,2
Television,negative,0
Nichijou,positive,2
Yuu☆Yuu☆Hakusho,positive,2
Katekyo Hitman Reborn!,positive,2
Nobunaga the Fool,positive,2
Shaman King,negative,0
Sakamoto desu ga?,positive,2
Kyoukaisenjou no Horizon II,positive,2
Rec,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Bishoujo Senshi Sailor Moon,positive,2
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,positive,2
Ao no 6-gou,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,positive,2
Beck,positive,2
Sekaiichi Hatsukoi OVA,positive,2
Itazura na Kiss,positive,2
Shiki,positive,2
Freezing Specials,positive,2
Kekkai Sensen,neutral,1
Fortune Arterial: Akai Yakusoku,positive,2
K,positive,2
Ano Natsu de Matteru,negative,0
Hataraku Maou-sama!,positive,2
Taiho Shichau zo (1996),neutral,1
Dantalian no Shoka,positive,2
.hack//Sign,positive,2
Love Hina Again,positive,2
Senyuu. 2,positive,2
Girls und Panzer,neutral,1
Ranma ½,positive,2
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,positive,2
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",positive,2
So Ra No Wo To,positive,2
Ao no Exorcist,positive,2
D.Gray-man Hallow,positive,2
Gekkan Shoujo Nozaki-kun,positive,2
Strike Witches,positive,2
11eyes,negative,0
Saenai Heroine no Sodatekata,positive,2
Monogatari Series: Second Season,positive,2
Kimi ni Todoke,positive,2
Overlord,positive,2
Detective Conan Movie 06: The Phantom of Baker Street,positive,2
Tsubasa Chronicle 2nd Season,positive,2
Girls Bravo: First Season,positive,2
Sword Art Online II,positive,2
Devilman: Yochou Sirene-hen,positive,2
Amagami SS+ Plus,positive,2
Aa! Megami-sama!: Sorezore no Tsubasa,positive,2
Accel World,positive,2
Berserk: Ougon Jidai-hen III - Kourin,positive,2
Shingeki no Kyojin,positive,2
Shugo Chara!,positive,2
Cowboy Bebop,neutral,1
Musaigen no Phantom World,positive,2
Cowboy Bebop,positive,2
Glasslip,neutral,1
Code Geass: Hangyaku no Lelouch R2,positive,2
Nisekoi,positive,2
Sakamoto desu ga?,positive,2
Fate/stay night,positive,2
Elfen Lied,positive,2
Boku wa Tomodachi ga Sukunai,positive,2
Angel Beats!,neutral,1
Yumeria,neutral,1
Ikkitousen,negative,0
Redline,negative,0
"Ore, Twintail ni Narimasu.",positive,2
Mitsu x Mitsu Drops,negative,0
Sword Art Online,positive,2
Lovely★Complex,positive,2
Rose of Versailles,neutral,1
Magic Knight Rayearth,neutral,1
Howl no Ugoku Shiro,positive,2
Kimi no Iru Machi: Tasogare Kousaten,positive,2
Seirei Tsukai no Blade Dance,positive,2
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,neutral,1
Macross F,positive,2
Hotarubi no Mori e,positive,2
Akatsuki no Yona,positive,2
Little Witch Academia,negative,0
Log Horizon,positive,2
Netoge no Yome wa Onnanoko ja Nai to Omotta?,positive,2
Kimi no Na wa.,positive,2
Ao no Exorcist,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
Bakuten Shoot Beyblade G Revolution,positive,2
Zero no Tsukaima,neutral,1
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,positive,2
Sakura Trick,positive,2
Fate/Zero,positive,2
Sword Art Online II,positive,2
Love Hina,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,negative,0
Black Cat,positive,2
Sen to Chihiro no Kamikakushi,negative,0
Kuroko no Basket,positive,2
InuYasha: Kuroi Tessaiga,negative,0
Full Metal Panic!,positive,2
Bleach: Memories in the Rain,negative,0
K-On!,positive,2
Kobato.,positive,2
Shin Shirayuki-hime Densetsu Prétear,positive,2
High School DxD Specials,negative,0
City Hunter &#039;91,positive,2
Mahou Sensei Negima!,positive,2
The Third: Aoi Hitomi no Shoujo,positive,2
No Game No Life,neutral,1
Higashi no Eden Movie II: Paradise Lost,negative,0
Naruto,negative,0
Angel Beats!,positive,2
Heavy Object,neutral,1
Genshiken OVA,positive,2
Tokyo Ghoul,negative,0
Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,negative,0
Acchi Kocchi (TV),negative,0
Vampire Knight,positive,2
Fairy Tail OVA,negative,0
Fumiko no Kokuhaku,neutral,1
Log Horizon,positive,2
Uchuu Show e Youkoso,positive,2
Clannad: After Story,negative,0
Dragon Ball Z,neutral,1
Berserk,positive,2
Toradora!,positive,2
Kurokami The Animation,positive,2
Suzumiya Haruhi no Yuuutsu,positive,2
Azumanga Daioh,positive,2
Nurse Witch Komugi-chan Magikarte Z Special,negative,0
Cowboy Bebop: Tengoku no Tobira,negative,0
Darker than Black: Kuro no Keiyakusha Special,positive,2
Rosario to Vampire,neutral,1
Aldnoah.Zero 2nd Season,positive,2
Hotarubi no Mori e,negative,0
Kimi ni Todoke 2nd Season,positive,2
Great Teacher Onizuka,negative,0
Gunslinger Girl,negative,0
Neo Angelique Abyss: Second Age,positive,2
Akame ga Kill!,negative,0
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,positive,2
Brave 10,positive,2
Kaichou wa Maid-sama!,neutral,1
Needless,neutral,1
Mahouka Koukou no Rettousei,positive,2
Toradora!,positive,2
Saki Achiga-hen: Episode of Side-A,positive,2
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,positive,2
Kara no Kyoukai 1: Fukan Fuukei,positive,2
Sankarea,positive,2
Ghost in the Shell: Arise - Border:1 Ghost Pain,positive,2
Figure 17: Tsubasa &amp; Hikaru,positive,2
Ookami to Koushinryou,positive,2
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,positive,2
Zero no Tsukaima,positive,2
Clannad: After Story,positive,2
Minori Scramble!,positive,2
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,negative,0
Shokugeki no Souma,negative,0
Mezzo Forte,neutral,1
Ichigo 100%,positive,2
No Game No Life,positive,2
ef: A Tale of Memories.,positive,2
Death Note,positive,2
Minami-ke Okaeri,negative,0
Makai Ouji: Devils and Realist,positive,2
Blood Lad,positive,2
Akira,neutral,1
Joshikousei: Girl&#039;s High,positive,2
Air,positive,2
Air,negative,0
Strike the Blood,positive,2
Digimon Adventure 3D: Digimon Grand Prix!,positive,2
Another,positive,2
Amagami SS+ Plus,positive,2
Ichiban Ushiro no Daimaou,positive,2
Zoku Natsume Yuujinchou,positive,2
Momo e no Tegami,positive,2
Danshi Koukousei no Nichijou Specials,positive,2
Persona 4 the Animation: No One is Alone,positive,2
Toaru Majutsu no Index,positive,2
Kamisama no Inai Nichiyoubi,positive,2
Nanatsu no Taizai,positive,2
Working&#039;!!,positive,2
Afro Samurai: Resurrection,negative,0
R.O.D OVA,positive,2
Koe de Oshigoto! The Animation,positive,2
Strange+,negative,0
Mrs. Junkie,positive,2
Mahou Shoujo Madoka★Magica,positive,2
Ao no Exorcist Movie,positive,2
Sekirei: Hajimete no Otsukai,negative,0
Sushi Police,neutral,1
Kaichou wa Maid-sama!: Omake dayo!,positive,2
Toaru Majutsu no Index,positive,2
Majo no Takkyuubin,negative,0
Elfen Lied,positive,2
Kuroko no Basket 2nd Season,positive,2
Tokyo Ghoul,positive,2
Angel Beats!,positive,2
Kyousou Giga (2012),positive,2
Tokyo Ghoul √A,positive,2
Gekkan Shoujo Nozaki-kun,positive,2
Ghost in the Shell: Stand Alone Complex,positive,2
Kill Me Baby,neutral,1
Joshiraku OVA,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Eve no Jikan,positive,2
Magi: The Labyrinth of Magic,positive,2
Sugar Sugar Rune,negative,0
Boku dake ga Inai Machi,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Hikaru no Go: New Year Special,negative,0
Persona 4 the Animation,negative,0
Tengen Toppa Gurren Lagann Movie: Lagann-hen,negative,0
Death Note,positive,2
School Rumble Ichi Gakki Hoshuu,neutral,1
Hellsing,positive,2
Ookami to Koushinryou,positive,2
Minami-ke,positive,2
Black★Rock Shooter (TV),negative,0
NHK ni Youkoso!,positive,2
Tokyo Babylon,neutral,1
Fairy Tail,positive,2
Hotarubi no Mori e,positive,2
Summer Wars,positive,2
K-On! Movie,positive,2
Asa made Jugyou Chu!,neutral,1
Mahouka Koukou no Rettousei,positive,2
Isshuukan Friends.,positive,2
Rosario to Vampire,neutral,1
Psycho-Pass,positive,2
Kantai Collection: KanColle,positive,2
Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,negative,0
Sekirei: Hajimete no Otsukai,positive,2
"Iriya no Sora, UFO no Natsu",negative,0
Free!: FrFr - Short Movie,positive,2
Vampire Knight Guilty,positive,2
Shukufuku no Campanella,positive,2
Nagi no Asukara,positive,2
Blade &amp; Soul,neutral,1
Detective Conan OVA 11: A Secret Order from London,positive,2
Noragami,positive,2
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,positive,2
ef: A Tale of Memories.,positive,2
Denpa Onna to Seishun Otoko Special,positive,2
Minami-ke,positive,2
Ichiban Ushiro no Daimaou,positive,2
Fullmetal Alchemist: Brotherhood Specials,neutral,1
K-On!,positive,2
Majin Tantei Nougami Neuro,positive,2
Ibara no Ou,positive,2
To LOVE-Ru Darkness 2nd,positive,2
Love Selection The Animation,positive,2
Ghost in the Shell 2.0,positive,2
Junjou Romantica 2,positive,2
Hanasaku Iroha,positive,2
Genshiken,neutral,1
Angel Beats!,positive,2
Black Lagoon: The Second Barrage,positive,2
Sword Art Online,positive,2
Isuca: Gokuraku,negative,0
Sekirei: Pure Engagement,negative,0
Kore wa Zombie Desu ka?,positive,2
Cowboy Bebop: Tengoku no Tobira,negative,0
Bounen no Xamdou,positive,2
K-On!!,positive,2
Pokemon: Maboroshi no Pokemon Lugia Bakutan,positive,2
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,negative,0
